Site,Season,Date,Type,Transect,Plot,Plot ID,Less15m,TOTAL,Bare Mud,Dead,Water,Wrack,ROCK,Sill Fiber,Spartina alterniflora,Spartina patens,Distichlis spicata,Juncus gerardii,Salicornia depressa,Vaucheria,Agalinas maritima,Atriplex patula,Festuca rubra,Limonium nashii,Iva frutecens,Panicum virgatum,Plantago maritima,Polygonum ramosissimum,Puccinellia sp.,Schoenoplectus maritimus,Schoenoplectus robustus,Solidago sempervirens,Spartina pectinata,Spergularia marina,Suaeda linearis,Suaeda maritima,Triglochin maritimum,Agarophyton vermiculophyllum,Algae,Ascophyllum nodosum,Filamentous algae,Fucus spiralis,Fucus vesiculosus,Ulva Spp.,Agrostis stolonifera,Agropyron repens,Agrostis alba,Ambrosia sp.,Amelanchier canadensis,Ammophila breviligulata,Annaphalis sp.,Artemisia vulgaris,Aster sp.,Bidens frondosa,Calamagrostis canadensis,Calystegia sepium,Chenopodium album,Chenopodium rubrum,Clover ,Digitaria grass sp.,Echinola crus-gali,Elymus spp,Elymus virginicus,Juncus balticus,Lactuca sp.,Leersia oryzoides,Lotus corniculatus,Lythrum salicaria,Myrica gale,Myrica pensylvanica,Phalaris arundinacea,Phragmites americanus,Phragmites australis,Polygonum sp.,Rosa multiflora,Rosa rugosa,Rubus sp.,Rumex crispus,Schoenoplectus olneyii,Schoenoplectus pungens,Schoenoplectus validus,Schoenoplectus spp.,Solidago rugosa,Solidago sp.,Steria sp.,Symphyotrichum subulatum,Teucrium canadense,Toxicodendron radicans,Typha angustifolia,Typha latifolia,Vetch,Unknown 1,Unknown 2,Unknown 3,Canopy Height_45,NOTES,Percent Live,Percent Not Live,Percent Native,Percent Invasive,Percent Halo,Percent Algae Total,"Vascular Richness Total
",Richness HALO,Richness Algae,Richness Non-Halo,HMGs
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,7,NMPLSL7,N,100,0,0,0,0,0,0,95,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.3,,100,0,95,0,95,5,1,1,1,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,8,NMPLSL8,N,100,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,,90,10,90,0,90,0,1,1,0,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,9,NMPLSL9,N,100,0,0,0,0,0,0,79,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,,100,0,79,0,79,21,1,1,2,0,0
North Mill Pond,2019,7/29/2019,Living Shoreline,Low,10,NMPLSL10,N,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,8/2/2019,Reference,High,1,NMPREFL1,,100,0,0,0,5,0,0,0,79,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,,95,5,95,0,95,0,3,3,0,0,79
North Mill Pond,2019,8/2/2019,Reference,High,2,NMPREFL2,,100,0,0,0,0,0,0,40,51,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,,100,0,100,0,100,0,7,7,0,0,51
North Mill Pond,2019,8/2/2019,Reference,High,3,NMPREFL3,,100,0,0,0,0,0,0,0,57,0,0,1,0,0,1,0,0,0,0,5,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,100,0,100,0,100,0,6,6,0,0,92
North Mill Pond,2019,8/2/2019,Reference,High,4,NMPREFL4,,100,5,0,0,0,0,0,0,30,0,0,1,1,0,1,0,0,0,0,10,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,,95,5,94,0,94,1,6,6,1,0,81
North Mill Pond,2019,8/2/2019,Reference,High,5,NMPREFL5,,100,0,0,0,0,0,0,1,67,0,0,1,0,0,0,0,10,0,0,15,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,,100,0,100,0,100,0,7,7,0,0,72
North Mill Pond,2019,8/2/2019,Reference,High,6,NMPREFL6,,100,0,0,0,0,0,0,29,25,0,0,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7,,100,0,99,0,99,1,5,5,1,0,25
North Mill Pond,2019,8/2/2019,Reference,High,7,NMPREFL7,,100,0,0,0,15,0,0,0,20,0,0,1,0,0,1,0,0,0,0,42,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,,85,15,85,0,85,0,6,6,0,0,40
North Mill Pond,2019,8/2/2019,Reference,High,8,NMPREFL8,,100,0,0,0,0,0,0,0,15,0,0,1,0,0,1,0,15,0,0,20,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,100,0,100,0,100,0,7,7,0,0,62
North Mill Pond,2019,8/2/2019,Reference,High,9,NMPREFL9,,100,5,0,0,0,0,0,10,48,0,0,1,0,0,5,0,0,0,0,10,0,15,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,95,5,95,0,95,0,8,8,0,0,63
North Mill Pond,2019,8/2/2019,Reference,High,10,NMPREFL10,,100,0,0,0,0,0,0,0,76,0,0,1,0,0,10,0,0,0,0,1,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,,100,0,100,0,100,0,7,7,0,0,86
North Mill Pond,2019,8/2/2019,Reference,Low,1,NMPREFH1,,100,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3,,100,0,99,0,99,1,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,2,NMPREFH2,,100,5,0,0,0,0,0,84,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7,,95,5,84,0,84,11,1,1,2,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,3,NMPREFH3,,100,0,0,0,0,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,,100,0,90,0,90,10,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,4,NMPREFH4,,100,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3,,100,0,99,0,99,1,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,5,NMPREFH5,,100,15,0,0,0,0,0,75,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7,,85,15,75,0,75,10,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,6,NMPREFH6,,100,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,100,0,99,0,99,1,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,7,NMPREFH7,,100,15,0,0,0,0,0,75,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,,85,15,75,0,75,10,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,8,NMPREFH8,,100,30,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,,70,30,69,0,69,1,1,1,1,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,9,NMPREFH9,,100,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,60,40,60,0,60,0,1,1,0,0,0
North Mill Pond,2019,8/2/2019,Reference,Low,10,NMPREFH10,,100,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.3,,100,0,99,0,99,1,1,1,1,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,1,NMPNA1,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,2,NMPNA2,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,3,NMPNA3,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,4,NMPNA4,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,5,NMPNA5,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,6,NMPNA6,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,7,NMPNA7,,100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,85,0,0,0,15,0,0,1,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,8,NMPNA8,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,9,NMPNA9,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,7/29/2019,No Action Control,Low,10,NMPNA10,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
North Mill Pond,2019,,No Action Control,High,1,Modified,,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,1,WHFLSL1,Y,100,65,5,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,,30,70,15,0,15,15,1,1,1,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,2,WHFLSL2,Y,100,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,50,50,50,0,50,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,3,WHFLSL3,Y,100,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,,40,60,40,0,40,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,4,WHFLSL4,Y,100,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,25,75,25,0,25,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,5,WHFLSL5,N,100,59,10,0,15,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,,16,84,16,0,16,0,2,2,0,0,1
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,6,WHFLSL6,N,100,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,,20,80,20,0,20,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,7,WHFLSL7,N,100,85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,,15,85,15,0,15,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,8,WHFLSL8,N,100,70,5,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,,25,75,20,0,20,5,1,1,1,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,9,WHFLSL9,N,100,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,,20,80,20,0,20,0,1,1,0,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,Low,10,WHFLSL10,N,100,54,0,0,10,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,,36,64,30,0,30,6,1,1,2,0,0
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,1,WHFLSH1,,100,35,15,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,,50,50,50,0,50,0,1,1,0,0,50
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,2,WHFLSH2,,100,50,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,25,75,25,0,25,0,1,1,0,0,25
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,3,WHFLSH3,,100,10,15,0,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,75,25,75,0,75,0,2,2,0,0,75
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,4,WHFLSH4,,100,15,10,0,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,,75,25,75,0,75,0,2,2,0,0,75
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,5,WHFLSH5,,100,10,5,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,,85,15,85,0,85,0,2,2,0,0,85
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,6,WHFLSH6,,100,10,15,0,10,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,,65,35,59,0,59,6,1,1,2,0,59
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,7,WHFLSH7,,100,35,10,0,0,0,0,0,40,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,,55,45,55,0,50,0,4,3,0,1,50
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,8,WHFLSH8,,100,30,20,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7,,50,50,50,0,49,0,2,1,0,1,49
Wagon Hill Farm,2019,8/1/2019,Living Shoreline,High,9,WHFLSH9,,100,25,20,0,0,0,0,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,,55,45,55,0,55,0,2,2,0,0,55
